cik,companyname,entityid,marketoperator,markettier,primaryexchange,primarysymbol,siccode,sicdescription
1273931,MONEYGRAM INTERNATIONAL INC,612320,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,MGI,7389,"Services-Business Services, Not Elsewhere Classified"
1273988,FUTUREWORLD CORP.,616662,OTC Markets,OTC Pink Current,OTC,FWDG,2834,Pharmaceutical Preparations
1274001,ENERGY 1,611908,OTC Markets,OTC Pink No Information,OTC,EGOC,2020,Dairy Products
1274032,INFOSONICS CORP,618260,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,IFON,5065,"Wholesale-Electronic Parts and Equipment, Not Elsewhere Classifi"
1274057,HOSPIRA INC,611599,,,,,2834,Pharmaceutical Preparations
1274150,"COMMERCE ENERGY GROUP, INC.",613888,OTC,Grey Market,OTC,CMNR,4911,Electric Services
1274165,IMAGEXPRES CORP,611826,OTC Markets,Caveat Emptor,OTC,IMJX,,
1274173,JANUS HENDERSON GROUP PLC,611780,OTC Markets,OTC Pink Current,NYSE,JHG,6282,Investment Advice
1274211,SALAMON GROUP INC,612420,,,,,3621,Motors and Generators
1274494,"FIRST SOLAR, INC.",612718,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,FSLR,3674,Semiconductors and Related Devices
1274563,HELICOS BIOSCIENCES CORP,612435,,,,,2834,Pharmaceutical Preparations
1274644,"OCERA THERAPEUTICS, INC.",612511,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,OCRX,2834,Pharmaceutical Preparations
1274652,TELEX COMMUNICATIONS INTERMEDIATE HOLDINGS LLC,633231,,,,,3669,"Communications Equipment, Not Elsewhere Classified"
1274737,EXAGEN DIAGNOSTICS INC,612572,,,,,8071,Services-Medical Laboratories
1274762,UNITED AGRI PRODUCTS INC,613496,,,,,2870,Agricultural Chemicals
1274792,MERRIMACK PHARMACEUTICALS INC,615489,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,MACK,2834,Pharmaceutical Preparations
1274913,"INHIBITEX, INC.",612824,,,,,2836,"Biological Products, (No Diagnostic Substances)"
1274991,BECEEM COMMUNICATIONS INC,612952,,,,,3674,Semiconductors and Related Devices
1275014,"ULTRA CLEAN HOLDINGS, INC.",615187,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,UCTT,3674,Semiconductors and Related Devices
1275101,BANK OF THE JAMES FINANCIAL GROUP INC,615025,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,BOTJ,6022,State Commercial Banks
1275158,NOODLES & CO,613063,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,NDLS,5812,Retail-Eating Places
1275166,SILVERCREST MINES INC,613096,,,,,1040,Gold And Silver Ores
1275187,ANGIODYNAMICS INC,625899,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,ANGO,3841,Surgical and Medical Instruments and Apparatus
1275211,SIMMONS CO,613105,,,,,2511,"Wood Household Furniture, (No Upholstered)"
1275229,"GENERAL MOLY, INC",613435,NYSE,NYSE MKT,NYSE MKT,GMO,1000,Metal Mining
1275272,CBS RADIO INC.,613617,,,,,4832,Radio Broadcasting Stations
1275283,REYNOLDS AMERICAN INC,615765,,,,,2111,Cigarettes
1275477,"BIMINI CAPITAL MANAGEMENT, INC.",613846,OTC Markets,OTCQB,OTC,BMNM,6798,Real Estate Investment Trusts
1275490,ACADIAN MINING CORPORATION,613896,,,,,,
1275548,AMERICAN PATRIOT CORP.,625583,,,,,5030,Wholesale-Lumber and Other Construction Materials
1275712,"GSE HOLDING, INC.",614670,,,,,3081,Unsupported Plastics Film and Sheet
1275791,MEDIAMIND TECHNOLOGIES INC.,614466,,,,,7389,"Services-Business Services, Not Elsewhere Classified"
1275816,POWERDSINE LTD,636727,,,,,3669,"Communications Equipment, Not Elsewhere Classified"
1275873,SOUTHWEST COMMUNITY BANCORP,614880,,,,,6021,National Commercial Banks
1276130,TREATY OAK BANCORP INC,618134,OTC Markets,OTC Pink No Information,OTC,TOAK,6022,State Commercial Banks
1276187,"ENERGY TRANSFER EQUITY, L.P.",616715,NYSE,NYSE,NYSE,ETE,4922,Natural Gas Transmission
1276476,MORRIS PUBLISHING FINANCE CO,617386,,,,,2711,"Newspapers: Publishing, or Publishing and Printing"
1276477,MORRIS PUBLISHING GROUP LLC,617387,,,,,2711,"Newspapers: Publishing, or Publishing and Printing"
1276520,GENWORTH FINANCIAL INC,615960,NYSE,NYSE,NYSE,GNW,6311,Life Insurance
1276531,SCIENTIFIC ENERGY INC,617457,OTC Markets,OTC Pink Current,OTC,SCGY,6794,Patent Owners and Lessors
1276591,HANSEN MEDICAL INC,615515,,,,,3842,"Orthopedic, Prosthetic, and Surgical Appliances and Supplies"
1276671,CORPBANCA/FI,615606,,,,,6029,"Commercial Banks, Not Elsewhere Classified"
1276676,NATIONSRENT COMPANIES INC,629613,,,,,7359,"Services-Equipment Rental and Leasing, Not Elsewhere Classified"
1276721,ADVANCED ACCESSORY HOLDINGS CORP,631533,,,,,3714,Motor Vehicle Parts and Accessories
1276827,INFRASOURCE SERVICES INC,618376,,,,,1623,"Water, Sewer, Pipeline, and Communications and Power Line Constr"
1276939,MOUNTAIN VALLEY BANCSHARES INC,623411,,,,,6021,National Commercial Banks
1277021,VISANT HOLDING CORP,616255,,,,,3911,"Jewelry, Precious Metal"
1277085,FRONTERA INVESTMENT INC,616235,OTC Markets,OTC Pink No Information,OTC,FRNV,,
1277092,ZHONGPIN INC.,616667,,,,,2011,Meat Packing Plants
1277138,SE FINANCIAL CORP,616935,,,,,6035,"Savings Institution, Federally Chartered"
1277141,"BORDERFREE, INC.",616479,,,,,7389,"Services-Business Services, Not Elsewhere Classified"
1277151,APPLE REIT SIX INC,616979,,,,,6798,Real Estate Investment Trusts
1277234,COMMERCIAL INTERNATIONAL BANK EGYPT S A E,616527,OTC Markets,OTCQX International Premier,OTC,CIBEY,8880,American Depositary Receipts
1277250,"GOIP GLOBAL, INC.",746426,OTC Markets,OTC Pink No Information,OTC,GOIG,,
1277254,CITIZENS BANCORP OF VIRGINIA INC,619799,OTC Markets,OTC Pink Current,OTC,CZBT,6022,State Commercial Banks
1277270,"TELANETIX,INC",618915,,,,,7385,Services-Telephone Interconnect Systems
1277406,"SPIRIT REALTY CAPITAL, INC.",617470,,,,,6798,Real Estate Investment Trusts
1277475,GANDER MOUNTAIN CO,619376,,,,,5940,Retail-Miscellaneous Shopping Goods Stores
1277575,SAXON CAPITAL GROUP INC,617473,OTC Markets,OTC Pink No Information,OTC,SCGX,1311,Crude Petroleum and Natural Gas
1277576,GLOBAL GREEN SOLUTIONS INC.,617458,OTC Markets,Caveat Emptor,OTC,GGRN,2860,Industrial Organic Chemicals
1277856,CARDTRONICS INC,626413,,,,,7389,"Services-Business Services, Not Elsewhere Classified"
1277859,"INTERNATIONAL CONSOLIDATED COMPANIES, INC.",617802,OTC Markets,OTC Pink No Information,OTC,INCC,7310,Services-Advertising
1277866,ENDEAVOUR SILVER CORP,617804,NYSE,NYSE,NYSE,EXK,1040,Gold And Silver Ores
1277902,MVB FINANCIAL CORP,618511,OTC Markets,OTCQB,OTC,MVBF,6022,State Commercial Banks
1277998,"STACK-IT STORAGE, INC.",617833,OTC Markets,OTC Pink Limited,OTC,STAK,1311,Crude Petroleum and Natural Gas
1278021,MARKETAXESS HOLDINGS INC,620891,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,MKTX,6211,"Security Brokers, Dealers and Flotation Companies"
1278027,"B&G FOODS, INC.",620569,NYSE,NYSE,NYSE,BGS,2000,Food and kindred products
1278061,VOUGHT AIRCRAFT INDUSTRIES INC,619557,,,,,3728,"Aircraft Parts and Auxiliary Equipment, Not Elsewhere Classified"
1278129,OSTEOLOGIX HOLDINGS PLC,621354,OTC Markets,OTC Pink No Information,OTC,OLGXF,2834,Pharmaceutical Preparations
1278140,NETWORK DEALER SERVICES HOLDING CORP.,618782,,,,,7389,"Services-Business Services, Not Elsewhere Classified"
1278308,SHANDA INTERACTIVE ENTERTAINMENT LTD,630003,,,,,7389,"Services-Business Services, Not Elsewhere Classified"
1278363,MARKETING WORLDWIDE CORP,620656,OTC Markets,OTC Pink No Information,OTC,MWWC,5013,Wholesale-Motor Vehicle Supplies and New Parts
1278382,GLOBAL SIGNAL INC,622042,,,,,6798,Real Estate Investment Trusts
1278384,NTS REALTY HOLDINGS LP,619054,,,,,6798,Real Estate Investment Trusts
1278438,DEX MEDIA WEST LLC,620733,,,,,7310,Services-Advertising
1278465,EURASIA ENERGY LTD,618876,OTC Markets,OTC Pink Current,OTC,EUENF,1311,Crude Petroleum and Natural Gas
1278595,CHILCO RIVER HOLDINGS INC,626008,OTC Markets,Caveat Emptor,OTC,CRVH,7900,Services-Amusement and Recreation Services
1278679,MICHAEL FOODS INC/NEW,620884,,,,,2015,Poultry Slaughtering and Processing
1278680,ISHARES GOLD TRUST,619895,NYSE,NYSE Arca,NYSE,IAU,6221,Commodity Contracts Brokers and Dealers
1278739,TELEGLOBE INTERNATIONAL HOLDINGS LTD,619965,,,,,4813,Telephone Communications (No Radiotelephone)
1278752,APOLLO INVESTMENT CORP,619878,NYSE,NYSE,NYSE,AIY,,
1278868,GOLDEN NUGGET INC,630700,,,,,7990,Services-Miscellaneous Amusement and Recreation
1279172,DUANE READE HOLDINGS INC,661551,,,,,5912,Retail-Drug Stores and Proprietary Stores
1279176,"CPI INTERNATIONAL, INC.",628342,,,,,3670,Electronic Components And Accessories
1279228,ARKHAN CORP,620413,,,,,4922,Natural Gas Transmission
1279363,"WELLCARE HEALTH PLANS, INC.",622008,NYSE,NYSE,NYSE,WCG,6324,Hospital and Medical Service Plans
1279410,PLACER SIERRA BANCSHARES,621461,,,,,6022,State Commercial Banks
1279493,SAXON CAPITAL INC,622022,,,,,6798,Real Estate Investment Trusts
1279495,BAYTEX ENERGY CORP.,623429,NYSE,NYSE,NYSE,BTE,1381,Drilling Oil and Gas Wells
1279529,UAP HOLDING CORP,625929,,,,,2870,Agricultural Chemicals
1279620,"ZONED PROPERTIES, INC.",622018,OTC Markets,OTCQX U.S.,OTC,ZDPY,6512,Operators of Nonresidential Buildings
1279695,UNIVERSAL BIOSENSORS INC,620806,OTC,Grey Market,OTC,UVBIF,3841,Surgical and Medical Instruments and Apparatus
1279704,"CELLECTAR BIOSCIENCES, INC.",638436,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,CLRB,2834,Pharmaceutical Preparations
1279715,"WRIGHT INVESTORS SERVICE HOLDINGS, INC.",621151,OTC Markets,OTC Pink Current,OTC,WISH,6282,Investment Advice
1279740,ONASSIS MINING GROUP INC,625109,OTC Markets,OTC Pink No Information,OTC,ONSS,4412,Deep Sea Foreign Transportation of Freight
1279756,SOUTHCREST FINANCIAL GROUP INC,622052,OTC Markets,OTC Pink Current,OTC,SCSG,6021,National Commercial Banks
1279831,GIGABEAM CORP,621075,,,,,3663,Radio and Television Broadcasting and Communications Equipment
1279944,LAKE SHORE GOLD CORP,621095,,,,,1040,Gold And Silver Ores
1280058,BLACKBAUD INC,623652,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,BLKB,7372,Services-Prepackaged Software
1280191,NES RENTALS HOLDINGS INC,622027,,,,,7350,Services-Miscellaneous Equipment Rental and Leasing
1280263,AMBARELLA INC,622350,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,AMBA,3674,Semiconductors and Related Devices
1280352,INN OF THE MOUNTAIN GODS RESORTS & CASINO,624723,,,,,7990,Services-Miscellaneous Amusement and Recreation
1280363,APACHE DESIGN SOLUTIONS INC,622385,,,,,7372,Services-Prepackaged Software
1280396,GLOBALMIN VENTURES INC,626923,OTC Markets,OTC Pink No Information,OTC,GMVI,1000,Metal Mining
1280452,MONOLITHIC POWER SYSTEMS INC,642738,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,MPWR,3674,Semiconductors and Related Devices
1280600,ACCELERON PHARMA INC,623083,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,XLRN,2836,"Biological Products, (No Diagnostic Substances)"
1280728,INTERCONEXION ELECTRICA SA ESP,623222,OTC Markets,OTCQX International Premier,OTC,IESFY,,
1280776,VITAL THERAPIES INC,623342,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,VTL,2834,Pharmaceutical Preparations
1280784,"HERCULES CAPITAL, INC.",623324,NYSE,NYSE,NYSE,HTGC,,
1280821,"NORTH CHINA HORTICULTURE, INC.",623719,,,,,100,Agricultural Production-Crops
1280894,MARATHON GROUP CORPORATION,623589,OTC Markets,OTC Pink No Information,OTC,PDPR,3842,"Orthopedic, Prosthetic, and Surgical Appliances and Supplies"
1281057,CAMERON INTERNATIONAL INC,630886,,,,,9995,Non-Operating Establishments
1281108,"PUREDEPTH, INC.",625651,,,,,3679,"Electronic Components, Not Elsewhere Classified"
1281187,SULLIDEN GOLD CORP LTD.,624085,,,,,,
1281198,"WISDOM HOMES OF AMERICA, INC.",625906,OTC Markets,OTC Pink Limited,OTC,WOFA,5211,Retail-Lumber and Other Building Materials Dealers
1281223,SENSUS USA INC,627340,,,,,3824,Totalizing Fluid Meters and Counting Devices
1281226,SENSUS (BERMUDA 2) LTD,627337,,,,,3824,Totalizing Fluid Meters and Counting Devices
1281629,"CHATSWORTH DATA SOLUTIONS, INC.",626903,,,,,3577,"Computer Peripheral Equipment, Not Elsewhere Classified"
1281657,BH RE LLC,631415,,,,,7011,Hotels and Motels
1281696,BMP SUNSTONE CORP,624532,,,,,5122,"Wholesale-Drugs, Proprietaries and Druggists' Sundries"
1281761,REGIONS FINANCIAL CORP,624777,NYSE,NYSE,NYSE,RF,6021,National Commercial Banks
1281774,TOWN SPORTS INTERNATIONAL HOLDINGS INC,630150,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,CLUB,7997,Services-Membership Sports and Recreation Clubs
1281845,INNOCAP INC,624965,OTC Markets,OTCQB,OTC,INNO,8742,Services-Management Consulting Services
1281872,ICP SOLAR TECHNOLOGIES INC.,626667,,,,,3674,Semiconductors and Related Devices
1281895,INOTEK PHARMACEUTICALS CORP,624574,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,ITEK,2834,Pharmaceutical Preparations
1281922,TRIANGLE PETROLEUM CORP,624638,NYSE,NYSE MKT,OTC,TPLM,1311,Crude Petroleum and Natural Gas
1281949,ADESA INC,626615,,,,,5010,Wholesale-Motor Vehicles and Motor Vehicle Parts and Supplies
1281984,"SOCIAL LIFE NETWORK, INC.",625272,OTC Markets,OTC Pink Current,OTC,WDLF,2300,Apparel and Other Finished Products of Fabrics and Similar Mater
1282224,"DOLPHIN ENTERTAINMENT, INC.",625677,OTC Markets,OTC Pink Current,OTC,DPDM,7200,Services-Personal Services
1282266,"WINDSTREAM HOLDINGS, INC.",630551,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,WIN,4813,Telephone Communications (No Radiotelephone)
1282387,CLEAN POWER TECHNOLOGIES INC.,627119,,,,,3510,Engines And Turbines
1282393,BIOFORM MEDICAL INC,625136,,,,,3841,Surgical and Medical Instruments and Apparatus
1282398,WCA WASTE CORP,626171,,,,,4953,Refuse Systems
1282496,"RADIAL ENERGY, INC.",627741,OTC Markets,OTC Pink No Information,OTC,IPLB,1311,Crude Petroleum and Natural Gas
1282543,AFFIRMATIVE INSURANCE HOLDINGS INC,627946,OTC Markets,OTC Pink No Information,OTC,AFFMQ,6331,"Fire, Marine and Casualty Insurance"
1282549,CLYVIA INC,627184,,,,,1000,Metal Mining
1282552,AAMES INVESTMENT CORP,628451,,,,,6798,Real Estate Investment Trusts
1282571,GREENLITE VENTURES INC,626249,OTC Markets,OTC Pink No Information,OTC,GRNL,1000,Metal Mining
1282582,FIRST STATE FINANCIAL CORP/FL,625531,OTC,Grey Market,OTC,FSTF,6022,State Commercial Banks
1282607,COLONY RESORTS LVH ACQUISITIONS LLC,627080,,,,,7011,Hotels and Motels
1282613,AMERICAN EAGLE ENERGY CORP,625521,,,,,1000,Metal Mining
1282631,NETLIST INC,718817,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,NLST,3674,Semiconductors and Related Devices
1282637,NEWMARKET CORP,625888,NYSE,NYSE,NYSE,NEU,2860,Industrial Organic Chemicals
1282648,HALCON RESOURCES CORP,626974,NYSE,NYSE,NYSE,HK,1311,Crude Petroleum and Natural Gas
1282847,THIRD CENTURY BANCORP,627529,OTC Markets,OTC Pink Current,OTC,TDCB,6036,"Savings Institutions, Not Federally Chartered"
1282852,DSA FINANCIAL CORP,626893,OTC Markets,OTC Pink Current,OTC,DSFN,6022,State Commercial Banks
1282858,COINMACH SERVICE CORP,631004,,,,,7200,Services-Personal Services
1282888,GEOLOGIX EXPLORATIONS INC,626082,OTC Markets,OTC Pink Current,OTC,GIXEF,,
1282977,GREENHILL & CO INC,626698,NYSE,NYSE,NYSE,GHL,6211,"Security Brokers, Dealers and Flotation Companies"
1282980,NOVINT TECHNOLOGIES INC,626036,OTC Markets,OTC Pink No Information,OTC,NVNT,3577,"Computer Peripheral Equipment, Not Elsewhere Classified"
1283073,ANSWERS CORP,626611,,,,,7372,Services-Prepackaged Software
1283140,HOLLY ENERGY PARTNERS LP,627032,NYSE,NYSE,NYSE,HEP,4610,Pipe Lines (No Natural Gas)
1283157,"FTD GROUP, INC.",626327,,,,,7389,"Services-Business Services, Not Elsewhere Classified"
1283188,MOJO ENTERTAINMENT INC,626341,,,,,7373,Services-Computer Integrated Systems Design
1283193,PURE BIOFUELS CORP,627345,,,,,2860,Industrial Organic Chemicals
1283236,WLG INC,626965,,,,,4731,Arrangement of Transportation of Freight and Cargo
1283383,"FERMAVIR PHARMACEUTICALS, INC.",633913,,,,,2834,Pharmaceutical Preparations
1283384,"BLUESTEM BRANDS, INC.",626622,,,,,5961,Retail-Catalog and Mail-Order Houses
1283552,JACKSON HEWITT TAX SERVICE INC,627044,,,,,7200,Services-Personal Services
1283582,FIRST CLOVER LEAF FINANCIAL CORP.,627145,,,,,6021,National Commercial Banks
1283630,AMERICAN CAMPUS COMMUNITIES INC,632472,NYSE,NYSE,NYSE,ACC,6798,Real Estate Investment Trusts
1283664,"MERISANT WORLDWIDE, INC.",629551,,,,,2860,Industrial Organic Chemicals
1283683,HOMEBANC CORP,627912,,,,,6798,Real Estate Investment Trusts
1283699,"T-MOBILE US, INC.",628341,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,TMUS,4812,Radiotelephone Communications
1283709,THOMAS PROPERTIES GROUP INC,631491,,,,,6500,Real estate
1283843,"EMERALD OIL, INC.",631284,,,,,1311,Crude Petroleum and Natural Gas
1283858,HOME FEDERAL BANCORP INC,627754,,,,,6035,"Savings Institution, Federally Chartered"
1283899,MONADNOCK BANCORP INC,627916,,,,,6035,"Savings Institution, Federally Chartered"
1283928,KAHIKI FOODS INC,627482,,,,,2030,"Canned, Frozen and Preservd Fruit, Vegetables and Food Specialti"
1284077,ATLANTIC COAST FEDERAL CORP,628633,,,,,6035,"Savings Institution, Federally Chartered"
1284151,"MORTGAGEIT HOLDINGS, INC.",628127,,,,,6798,Real Estate Investment Trusts
1284196,MADISON AVE HOLDINGS INC,629077,,,,,6770,Blank Checks
1284218,UPEK INC,627819,,,,,7373,Services-Computer Integrated Systems Design
1284293,BLUE RIDGE PAPER PRODUCTS INC,629195,,,,,2600,Papers and Allied Products
1284410,CARRAMERICA REALTY OPERATING PARTNERSHIP LP,629218,,,,,6798,Real Estate Investment Trusts
1284450,"CHINA CARBON GRAPHITE GROUP, INC.",631578,OTC Markets,OTC Pink Current,OTC,CHGI,3620,Electrical Industrial Apparatus
1284452,"MONDIAL VENTURES, INC.",628281,OTC Markets,OTC Pink Limited,OTC,MNVN,1311,Crude Petroleum and Natural Gas
1284453,VISUAL MANAGEMENT SYSTEMS INC,708107,,,,,3669,"Communications Equipment, Not Elsewhere Classified"
1284454,ENVIRONMENTAL CONTROL CORP.,655918,OTC Markets,OTC Pink No Information,OTC,EVCC,3714,Motor Vehicle Parts and Accessories
1284506,INTERMOUNTAIN COMMUNITY BANCORP,629527,,,,,6035,"Savings Institution, Federally Chartered"
1284519,LABOPHARM INC,705730,,,,,2834,Pharmaceutical Preparations
1284529,DEX MEDIA INC,631255,,,,,2741,Miscellaneous Publishing
1284698,LIBERTY MEDIA INTERNATIONAL INC,629966,,,,,4841,Cable and Other Pay Television Services
1284766,WHITE MOUNTAIN TITANIUM CORP,628415,OTC Markets,OTCQB,OTC,WMTM,1000,Metal Mining
1284802,DENIA ENTERPRISES INC,702845,,,,,1000,Metal Mining
1284807,PLY GEM HOLDINGS INC,629230,NYSE,NYSE,NYSE,PGEM,2430,"Millwood, Veneer, Plywood, and Structural Wood Members"
1284812,COHEN & STEERS INC,629153,NYSE,NYSE,NYSE,CNS,6282,Investment Advice
1284823,XYRATEX LTD,638017,,,,,3572,Computer Storage Devices
1285043,AVENTINE RENEWABLE ENERGY HOLDINGS INC,628888,,,,,2860,Industrial Organic Chemicals
1285066,GRAND TOYS INTERNATIONAL LTD,630248,,,,,5090,Wholesale-Miscellaneous Durable Goods
1285137,KONGZHONG CORP,638412,,,,,4822,Telegraph and Other Message Communications
1285206,"SVI MEDIA, INC.",642512,,,,,4813,Telephone Communications (No Radiotelephone)
1285222,ERICO INTERNATIONAL CORP,634522,,,,,3420,"Cutlery, Handtools and General Hardware"
1285224,WILSHIRE BANCORP INC,629806,,,,,6022,State Commercial Banks
1285236,NITRO PETROLEUM INC.,631974,,,,,1000,Metal Mining
1285543,STRIKEFORCE TECHNOLOGIES INC.,629445,OTC Markets,OTC Pink Current,OTC,SFOR,7372,Services-Prepackaged Software
1285550,"MRI INTERVENTIONS, INC.",629459,OTC Markets,OTCQB,OTC,MRIC,3841,Surgical and Medical Instruments and Apparatus
1285701,"MMRGLOBAL, INC.",630562,OTC Markets,OTC Pink Current,OTC,MMRF,7389,"Services-Business Services, Not Elsewhere Classified"
1285735,NINETOWNS INTERNET TECHNOLOGY GROUP CO LTD,654111,,,,,7372,Services-Prepackaged Software
1285785,MOSAIC CO,630568,NYSE,NYSE,NYSE,MOS,2870,Agricultural Chemicals
1285786,EMX ROYALTY CORP,629871,NYSE,NYSE MKT,NYSE MKT,EMX,1000,Metal Mining
1285819,OMEROS CORP,629740,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,OMER,2834,Pharmaceutical Preparations
1285828,CONSUMER AUTOMOTIVE FINANCE,629734,OTC Markets,OTC Pink Current,OTC,CAFI,5500,Retail-Auto Dealers and Gasoline Stations
1285894,STALLION GROUP,647029,,,,,1040,Gold And Silver Ores
1285936,SMALL BUSINESS CO,718382,,,,,8742,Services-Management Consulting Services
1286043,KITE REALTY GROUP TRUST,630275,NYSE,NYSE,NYSE,KRG,6798,Real Estate Investment Trusts
1286045,"GENERAL NUTRITION CENTERS, INC.",631385,,,,,5400,Retail-Food Stores
